security,num_trades,p900000_trade_value,p950000_trade_value,p990000_trade_value,p999000_trade_value,p999900_trade_value,p999990_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank,sector,industry
SFM,1175,14042.000000000011,22210.499999999975,74408.59999999999,161270.74800000037,200201.15759999637,204520.11576000336,204952.01157600034,30,0.0,30__0,8,Retail-Wholesale,Food - Natural Foods Products
SG,1464,20000.0,41962.499999999956,148377.49999999936,738290.7300000009,1132252.7120000522,1191209.2712000457,1197104.9271199738,30,2.0,30__2,8,Retail-Wholesale,Retail - Restaurants
SGI,137,13954.000000000004,17676.399999999998,62217.5999999995,184247.80800000054,199605.5808000004,201141.35807999934,201294.9358080003,20,0.0,20__0,10,Retail-Wholesale,Retail - Home Furnishings
SGML,34,50910.0,59210.0,99398.0000000001,117039.79999999993,118803.97999999982,118980.3980000001,118998.03979999988,15,0.0,15__0,11,Computer and Technology,Electronics - Miscellaneous Products
SGMO,86,11091.0,15197.5,27725.000000000065,36522.50000000007,37402.25000000002,37490.225000000006,37499.022500000014,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
SGMT,43,7854.000000000001,8602.999999999998,39246.19999999992,57159.61999999992,58950.96200000013,59130.09620000008,59148.009619999975,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
SGRY,70,13837.50000000001,41074.999999999985,72291.50000000013,106229.14999999986,109622.9149999999,109962.29150000046,109996.2291500002,20,0.0,20__0,10,Medical,Medical Services
SGU,1,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,0,0.0,0__0,14,Computer and Technology,Electronics - Miscellaneous Products
SHAK,1157,15167.000000000005,24400.000000000022,107403.60000000143,519040.00000000006,1071400.8639999465,1136380.0864000516,1142878.0086399768,30,2.0,30__2,8,Retail-Wholesale,Retail - Restaurants
SHC,2,26705.0,27752.5,28590.5,28779.05,28797.905,28799.7905,28799.979049999998,5,3.0,5__3,13,Medical,Medical Services
SHCO,5,6588.0,6784.0,6940.8,6976.08,6979.608,6979.9608,6979.99608,5,0.0,5__0,13,Consumer Discretionary,Hotels and Motels
SHEL,728,30259.500000000007,48633.59999999999,102570.00000000016,191348.3040000007,209961.83040000167,211823.18304000143,212009.31830400045,30,2.0,30__2,8,Oils-Energy,Oil and Gas - Integrated - International
SHIP,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,0.0,0__0,14,Transportation,Transportation - Shipping
SHLS,32,5500.0,7126.499999999998,31608.08000000004,40935.60800000004,41868.3608,41961.63608000003,41970.963608000005,15,0.0,15__0,11,Oils-Energy,Solar
SHOO,25,47068.00000000001,53639.99999999998,140138.99999999977,164336.3999999999,166756.13999999984,166998.11400000023,167022.31140000004,15,0.0,15__0,11,Consumer Discretionary,Shoes and Retail Apparel 
SHOP,22777,15144.000000000015,22599.999999999996,56867.52000000023,186335.9999999975,629612.3519997712,1099938.0720002267,1122547.8071998218,45,0.0,45__0,5,Computer and Technology,Internet - Services
SHW,454,16653.999999999996,30620.599999999904,112909.19999999965,320769.0000000007,331776.9000000001,332877.6900000003,332987.7690000002,25,1.0,25__1,9,Basic Materials,Chemical - Specialty
SIBN,2,6185.700000000001,6326.85,6439.77,6465.177000000001,6467.717700000001,6467.971770000001,6467.997177000001,5,0.0,5__0,13,Medical,Medical - Instruments
SIFY,3,9200.0,9725.0,10145.0,10239.5,10248.95,10249.895,10249.9895,5,0.0,5__0,13,Computer and Technology,Internet - Services
SIG,1127,19886.399999999998,31325.50000000002,156244.0000000001,649286.5320000014,678599.3160000017,681065.9316000001,681312.5931599973,30,2.0,30__2,8,Retail-Wholesale,Retail - Jewelry
SIGA,10,7402.499999999998,9213.749999999996,10662.75,10988.774999999998,11021.3775,11024.63775,11024.963774999998,10,0.0,10__0,12,Medical,Medical - Drugs
SIGI,1,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0,0.0,0__0,14,Finance,Insurance - Property and Casualty
SII,11,6300.0,6868.5,7323.3,7425.63,7435.863,7436.8863,7436.988630000001,10,0.0,10__0,12,Finance,Financial - Investment Management
SIMO,103,19745.999999999996,21769.499999999993,209361.60000000012,254899.9999999998,259490.00000000012,259949.00000000015,259994.90000000008,20,1.0,20__1,10,Computer and Technology,Computer - Integrated Systems
SIRI,1410,15000.0,27000.0,102681.0000000013,477091.9999999987,507479.18780000374,511240.11878000305,511616.211878001,30,0.0,30__0,8,Consumer Discretionary,Broadcast Radio and Television
SITC,2,4466.0,4483.0,4496.6,4499.66,4499.966,4499.9966,4499.99966,5,0.0,5__0,13,Finance,REIT and Equity Trust - Retail
SITE,6,6092.0,6887.999999999999,7524.799999999999,7668.079999999999,7682.408,7683.840799999999,7683.984079999999,10,0.0,10__0,12,Industrial Products,Industrial Services
SITM,154,15756.000000000035,22718.999999999996,77947.43999999994,133824.92400000032,138932.49240000013,139443.24923999992,139494.32492399958,20,0.0,20__0,10,Computer and Technology,Electronics - Miscellaneous Products
SJM,238,16148.700000000012,26706.99999999999,75547.49999999987,317001.8250000008,350975.18250000145,354372.5182500024,354712.2518250002,25,1.0,25__1,9,Consumer Staples,Food - Miscellaneous
SKE,2,5616.000000000001,5628.000000000001,5637.600000000001,5639.760000000001,5639.976000000001,5639.997600000001,5639.999760000001,5,0.0,5__0,13,Basic Materials,Mining - Miscellaneous
SKIN,1,3890.0000000000005,3890.0000000000005,3890.0000000000005,3890.0000000000005,3890.0000000000005,3890.0000000000005,3890.0000000000005,0,0.0,0__0,14,Medical,Medical Services
SKT,2,11328.0,11664.0,11932.8,11993.28,11999.328,11999.9328,11999.99328,5,0.0,5__0,13,Finance,REIT and Equity Trust - Retail
SKWD,1,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,0,2.0,0__2,14,Finance,Insurance - Property and Casualty
SKX,603,12191.40000000001,21998.39999999996,114740.00000000023,299640.0000000044,397163.99999999837,406916.40000001417,407891.6399999871,30,0.0,30__0,8,Consumer Discretionary,Shoes and Retail Apparel 
SKY,381,21500.0,57980.00000000001,291300.0,1231886.3200000033,1497701.0319999913,1524282.5032000344,1526940.6503199944,25,0.0,25__0,9,Construction,Building Products - Mobile Homes and RV Builders
SKYE,2,3953.0,3976.5,3995.3,3999.53,3999.953,3999.9953,3999.99953,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
SKYT,128,15719.999999999998,23406.249999999975,49806.25000000003,56626.90000000002,57232.690000000024,57293.26900000005,57299.326899999964,20,0.0,20__0,10,Computer and Technology,Electronics - Semiconductors
SKYW,68,16021.000000000005,20411.999999999996,26388.399999999987,30898.84000000005,31349.88400000004,31394.988400000002,31399.49883999999,20,0.0,20__0,10,Transportation,Transportation - Airline
SLAB,66,9920.0,13582.499999999998,17079.0,17277.9,17297.79,17299.779000000002,17299.977899999998,20,0.0,20__0,10,Computer and Technology,Semiconductor - Analog and Mixed
SLB,1647,14509.800000000014,23982.0,107215.07999999961,338346.00000000204,455210.79999999347,470321.0800000179,471832.1080000064,30,0.0,30__0,8,Oils-Energy,Oil and Gas - Field Services
SLDB,26,6300.0,6912.5,10750.0,11875.000000000007,11987.499999999993,11998.750000000011,11999.874999999996,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
SLDP,10,9424.0,9712.0,9942.4,9994.24,9999.424,9999.9424,9999.99424,10,0.0,10__0,12,Auto-Tires-Trucks,Automotive - Original Equipment
SLF,3,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,5,0.0,5__0,13,Finance,Insurance - Life Insurance
SLG,201,14144.0,20640.0,210000.0,260744.0000000003,265411.39999999973,265878.1400000005,265924.81399999984,25,1.0,25__1,9,Finance,REIT and Equity Trust - Other
SLGN,1,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0,0,0.0,0__0,14,Industrial Products,Containers - Metal and Glass
SLI,1,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,0,0.0,0__0,14,Oils-Energy,Alternative Energy - Other
SLM,72,16792.799999999996,23528.750000000015,38414.52000000012,50675.65200000004,51901.76520000011,52024.37652000004,52036.637651999896,20,0.0,20__0,10,Finance,Financial - Consumer Loans
SLNO,847,26681.999999999993,85081.49999999984,491619.9999999999,870968.7999999996,964011.8799999972,973316.1879999983,974246.618799997,30,2.0,30__2,8,Medical,Medical - Drugs
SLP,16,11580.0,16250.0,26449.999999999993,28744.99999999999,28974.5,28997.450000000004,28999.74499999998,10,0.0,10__0,12,Computer and Technology,Computer - Software
SLQT,31,7152.0,8460.0,11066.0,11816.599999999999,11891.660000000002,11899.166000000003,11899.916599999995,15,0.0,15__0,11,Finance,Insurance - Multi line
SLS,10,10295.999999999998,11627.999999999996,12693.6,12933.359999999999,12957.336000000001,12959.7336,12959.973359999998,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
SLVM,5,16404.000000000004,20701.999999999996,24140.399999999998,24914.04,24991.404000000002,24999.140400000004,24999.914039999996,5,3.0,5__3,13,Basic Materials,Paper and Related Products
SM,46,10545.0,12543.75,15328.949999999993,16085.894999999995,16161.589499999998,16169.158949999997,16169.915894999998,15,0.0,15__0,11,Oils-Energy,Oil and Gas - Exploration and Production - United States
SMC,4,4759.0,4904.5,5020.9,5047.09,5049.709,5049.9709,5049.99709,5,0.0,5__0,13,Oils-Energy,Oil and Gas - Production Pipeline - MLB
SMCI,247973,17850.0,27750.0,72392.79999999999,338104.2079999873,2097178.9487999873,5849334.469199019,8484207.06030034,55,0.0,55__0,3,Computer and Technology,Computer- Storage Devices
SMG,433,16194.000000000015,34177.99999999994,165060.40000000008,187535.8399999999,190113.58399999994,190371.35839999997,190397.1358400001,25,1.0,25__1,9,Consumer Staples,Agriculture - Operations
SMLR,267,15040.0,18699.99999999999,33675.79999999981,106187.99999999838,125818.80000000216,127781.88000000067,127978.18799999912,25,1.0,25__1,9,Medical,Medical - Instruments
SMMT,1411,14000.0,20000.0,44860.00000000013,222199.99999999345,599321.5599999693,650188.1560000516,655274.8155999687,30,0.0,30__0,8,Medical,Medical - Drugs
SMPL,12,15500.000000000002,19785.999999999993,23957.200000000004,24895.72000000001,24989.572000000007,24998.957200000004,24999.895719999993,10,0.0,10__0,12,Consumer Staples,Food - Confectionery
SMR,4382,18050.400000000005,32684.999999999945,141481.39999999717,426994.5899999864,943470.4499999376,1024497.044999975,1032599.7045000535,35,1.0,35__1,7,Computer and Technology,Electronics - Power Generation
SMTC,717,21000.0,34014.99999999999,75987.84,225923.51999999987,233192.35200000013,233919.23520000002,233991.92351999987,30,0.0,30__0,8,Computer and Technology,Semiconductor - Analog and Mixed
SMWB,1,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,0,2.0,0__2,14,Computer and Technology,Internet - Content
SN,947,22760.599999999995,44906.99999999998,164546.89999999985,1934937.503999978,2643452.1503999885,2714303.6150400084,2721388.761504001,30,1.0,30__1,8,Retail-Wholesale,Retail - Miscellaneous
SNA,131,15579.999999999998,22810.0,31234.99999999997,82460.00000000026,89245.9999999997,89924.60000000079,89992.45999999925,20,0.0,20__0,10,Consumer Discretionary,Tools - Handheld
SNAP,7180,12985.2,19461.699999999975,60131.04000000002,338774.4589999996,1738251.7552011681,3863767.575520117,4076319.1575514134,40,1.0,40__1,6,Computer and Technology,Internet - Software
SNBR,27,19446.000000000015,24702.0,38855.69999999997,43197.57000000001,43631.75699999998,43675.17570000005,43679.51756999997,15,0.0,15__0,11,Consumer Discretionary,Furniture
SNCR,1,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,0,0.0,0__0,14,Computer and Technology,Internet - Software
SNCY,8,8456.0,10667.999999999998,12437.6,12835.760000000004,12875.576000000001,12879.557600000002,12879.95576,10,0.0,10__0,12,Transportation,Transportation - Airline
SNDK,214,21232.000000000047,31576.999999999985,102415.50000000001,1310479.5200000058,1489327.9520000035,1507212.7952000059,1509001.2795199982,25,0.0,25__0,9,Business Services,Technology Services
SNDL,4,5585.900000000001,5711.45,5811.889999999999,5834.489,5836.7489,5836.97489,5836.997489,5,0.0,5__0,13,Medical,Medical - Products
SNDR,1,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0,0,0.0,0__0,14,Transportation,Transportation - Services
SNDX,138,32977.49999999999,60750.00000000003,211643.94999999966,421855.4549999999,447968.5455,450579.85455000424,450840.985455001,20,1.0,20__1,10,Medical,Medical - Biomedical and Genetics
SNEX,1,3279.9999999999995,3279.9999999999995,3279.9999999999995,3279.9999999999995,3279.9999999999995,3279.9999999999995,3279.9999999999995,0,0.0,0__0,14,Finance,Financial - Miscellaneous Services
SNN,1,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,0,0.0,0__0,14,Medical,Medical - Products
SNOW,46463,16373.60000000002,26199.500000000007,76113.99999999987,372179.50000000367,901466.5103997748,1366016.286000473,1535244.8286006362,45,2.0,45__2,5,Computer and Technology,Internet - Software
SNPS,3616,16660.0,26092.5,77652.49999999985,255774.7500000097,464908.50000000047,471740.85000000196,472424.0849999983,35,3.0,35__3,7,Computer and Technology,Computer - Software
SNV,57,14045.999999999998,18348.799999999974,34419.43999999998,37947.94400000002,38300.79439999999,38336.07944,38339.607943999996,20,0.0,20__0,10,Finance,Banks - Southeast
SNX,54,7920.000000000002,9071.999999999998,11045.999999999998,11904.600000000006,11990.460000000003,11999.046000000004,11999.904599999998,15,0.0,15__0,11,Computer and Technology,Electronics - Miscellaneous Products
SNY,225,28193.999999999978,36839.99999999994,77226.9599999999,188378.56800000137,214358.35679999943,216956.33567999996,217216.13356799967,25,1.0,25__1,9,Medical,Large Cap Pharmaceuticals
SO,300,28400.00000000009,47986.000000000015,99970.79999999996,141731.00000000067,150073.10000000006,150907.30999999965,150990.7310000005,25,1.0,25__1,9,Utilities,Utility - Electric Power
SOBO,1,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,0,0.0,0__0,14,Oils-Energy,Oil and Gas - Production and Pipelines
SOC,979,16875.0,29112.29999999998,108851.84000000004,289903.01600001124,495190.3015999985,515719.03016000515,517771.90301599255,30,0.0,30__0,8,Oils-Energy,Oil and Gas - Integrated - United States
SOFI,17831,13800.0,20541.0,45727.50000000023,219479.43999995908,2412927.7880011317,4015544.0,4015544.0,45,0.0,45__0,5,Finance,Financial - Miscellaneous Services
SOGP,2,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,5,0.0,5__0,13,Consumer Discretionary,Audio Video Production
SOLV,167,9840.0,13849.999999999995,92672.00000000036,318875.0000000006,346887.4999999979,349688.75000000244,349968.87499999866,20,1.0,20__1,10,Medical,Medical Services
SON,1,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0,0,0.0,0__0,14,Industrial Products,Containers - Paper and Packaging
SOND,4,6050.0,6274.999999999999,6455.0,6495.5,6499.549999999999,6499.955,6499.9955,5,0.0,5__0,13,Consumer Discretionary,Leisure and Recreation Services
SONO,35,13848.0,28475.999999999996,30973.19999999999,31897.320000000003,31989.732000000004,31998.973199999997,31999.89732,15,0.0,15__0,11,Consumer Discretionary,Audio Video Production
SONY,141,11340.0,20655.0,71189.9999999999,92177.80000000022,94159.77999999984,94357.97800000016,94377.79779999975,20,0.0,20__0,10,Consumer Discretionary,Audio Video Production
SOPH,2,3975.0,3987.5,3997.5,3999.75,3999.975,3999.9975,3999.99975,5,0.0,5__0,13,Medical,Medical Info Systems
SOUN,12700,14700.600000000002,22770.0,61442.10000000005,178144.13999999888,1117393.2000002242,1777075.5300007567,1851707.5529994818,40,1.0,40__1,6,Computer and Technology,Computers - IT Services
SPB,27,8247.0,9138.5,13003.299999999992,14125.330000000002,14237.532999999996,14248.753300000013,14249.875329999992,15,0.0,15__0,11,Consumer Discretionary,Consumer Products - Discretionary
SPCE,366,13000.0,19158.0,29327.200000000095,40234.80999999996,41747.881000000045,41899.18810000003,41914.318810000055,25,1.0,25__1,9,Aerospace,Aerospace - Defense
SPG,355,16412.000000000007,20238.60000000001,29654.399999999954,35816.544000000016,36219.25440000002,36259.52544000002,36263.55254399998,25,1.0,25__1,9,Finance,REIT and Equity Trust - Retail
SPGI,605,18622.8,42899.99999999998,110905.60000000005,250886.39999999502,315248.6400000049,321684.8640000018,322328.4863999921,30,0.0,30__0,8,Finance,Securities and Exchanges
SPHR,599,17937.600000000002,35046.800000000054,94801.44,310000.0,310000.0,310000.0,310000.0,30,0.0,30__0,8,Consumer Discretionary,Media Conglomerates
SPIR,82,14490.0,20256.75,23266.109999999997,23316.410999999996,23321.441099999996,23321.944109999997,23321.994410999996,20,0.0,20__0,10,Aerospace,Aerospace - Defense
SPNS,2,3192.0,3196.0,3199.2,3199.92,3199.992,3199.9992,3199.99992,5,0.0,5__0,13,Computer and Technology,Computer - Software
SPNT,6,5400.0,5700.0,5940.0,5994.0,5999.400000000001,5999.9400000000005,5999.994000000001,10,0.0,10__0,12,Finance,Insurance - Multi line
SPOT,31354,18300.0,28300.0,78131.60000000033,313523.8400000124,970964.8320005683,4762618.824691446,5498261.882463455,45,1.0,45__1,5,Computer and Technology,Internet - Software
SPR,11,25000.0,44345.0,59821.00000000002,63303.10000000001,63651.31000000003,63686.131000000016,63689.613100000024,10,0.0,10__0,12,Aerospace,Aerospace - Defense Equipment
SPRO,10,6855.0,7327.499999999999,7705.5,7790.549999999999,7799.055,7799.9055,7799.9905499999995,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
SPRY,37,17937.99999999998,28348.79999999998,38307.840000000004,41630.783999999985,41963.07840000001,41996.307839999994,41999.630783999986,15,0.0,15__0,11,Medical,Medical - Drugs
SPSC,20,19800.0,20623.00000000001,33132.59999999998,35947.260000000024,36228.72600000002,36256.8726,36259.68725999997,15,0.0,15__0,11,Business Services,Business - Services
SPT,24,13525.999999999998,15976.999999999995,17324.0,17572.4,17597.24,17599.724000000002,17599.9724,15,0.0,15__0,11,Computer and Technology,Internet - Services
SPWH,2,4425.0,4462.5,4492.5,4499.25,4499.925,4499.9925,4499.99925,5,0.0,5__0,13,Retail-Wholesale,Retail - Apparel and Shoes
SPXC,10,36643.99999999999,39181.99999999999,41212.4,41669.24,41714.924,41719.492399999996,41719.949239999994,10,0.0,10__0,12,Business Services,Technology Services
SQM,28,8408.800000000001,11078.599999999997,14055.000000000002,14905.499999999996,14990.549999999997,14999.054999999998,14999.905500000003,15,0.0,15__0,11,Basic Materials,Chemical - Specialty
SR,1,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,0,2.0,0__2,14,Utilities,Utility - Gas Distribution
SRAD,87,16341.000000000002,20796.100000000002,29105.600000000002,29910.56,29991.056,29999.105599999995,29999.910560000004,20,0.0,20__0,10,Consumer Discretionary,Leisure and Recreation Products
SRE,62,13324.999999999998,17909.999999999985,73703.37000000002,91371.837,93138.68370000011,93315.36837000017,93333.03683699992,20,0.0,20__0,10,Utilities,Utility - Gas Distribution
SRG,2,12177.899999999998,12650.449999999997,13028.489999999998,13113.548999999999,13122.0549,13122.90549,13122.990548999998,5,0.0,5__0,13,Finance,REIT and Equity Trust - Other
SRL,1,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0,0,0.0,0__0,14,Conglomerates,Diversified Operations
SRPT,1095,13318.400000000001,20726.999999999993,42179.99999999984,351763.9999999901,410076.99999999773,414507.7000000049,414950.77000000153,30,0.0,30__0,8,Medical,Medical - Biomedical and Genetics
SRRK,269,11514.000000000002,21002.399999999987,144683.99999999974,430757.8000000077,497485.7800000055,504158.57800000056,504825.8577999985,25,1.0,25__1,9,Medical,Medical - Biomedical and Genetics
SRTS,4,4949.0,4974.5,4994.9,4999.49,4999.949,4999.9949,4999.99949,5,0.0,5__0,13,Medical,Medical - Instruments
SSD,9,9120.0,10859.999999999998,12252.0,12565.2,12596.52,12599.652000000002,12599.965199999999,10,0.0,10__0,12,Construction,Building Products - Miscellaneous
SSL,1,4490.000000000001,4490.000000000001,4490.000000000001,4490.000000000001,4490.000000000001,4490.000000000001,4490.000000000001,0,0.0,0__0,14,Oils-Energy,Oil and Gas - Integrated - International
SSNC,52,11684.0,16403.149999999998,17147.61,17509.761,17545.9761,17549.59761,17549.959761000002,15,0.0,15__0,11,Computer and Technology,Computer - Software
SSP,1,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0,0.0,0__0,14,Consumer Discretionary,Broadcast Radio and Television
SSRM,22,15447.500000000011,34239.999999999985,35832.0,35983.2,35998.32,35999.832,35999.9832,15,0.0,15__0,11,Basic Materials,Mining - Miscellaneous
SSTI,3,19892.0,20383.5,20776.7,20865.17,20874.017,20874.901700000002,20874.99017,5,3.0,5__3,13,Industrial Products,Security and Safety Services
SSTK,11,32409.999999999996,38660.0,43660.00000000001,44785.0,44897.50000000001,44908.75,44909.87500000001,10,0.0,10__0,12,Computer and Technology,Internet - Content
SSYS,1,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,0,2.0,0__2,14,Industrial Products,Commercial Printing
ST,122,11098.000000000007,14580.899999999987,18094.369999999995,125262.2000000006,138526.21999999954,139852.62199999994,139985.26219999912,20,0.0,20__0,10,Computer and Technology,Instruments - Control
STAA,70,18708.000000000004,38831.0,95586.00000000023,158058.59999999977,164305.85999999987,164930.58600000088,164993.0586000004,20,0.0,20__0,10,Medical,Medical - Dental Supplies
STAG,2,5745.0,5872.5,5974.5,5997.45,5999.745,5999.9745,5999.99745,5,0.0,5__0,13,Finance,REIT and Equity Trust - Other
STE,55,15484.000000000002,62245.599999999584,177990.0,181149.0,181464.9,181496.49,181499.649,15,0.0,15__0,11,Medical,Medical - Instruments
STEM,14,12770.600000000006,17822.699999999997,23564.53999999999,24856.454,24985.645399999994,24998.564540000014,24999.85645399999,10,0.0,10__0,12,Computer and Technology,Computers - IT Services
STEP,8,10192.0,10870.999999999998,11414.199999999999,11536.42,11548.642,11549.8642,11549.98642,10,0.0,10__0,12,Finance,Financial - Miscellaneous Services
STIM,5,6040.0,6520.0,6904.0,6990.4,6999.04,6999.904,6999.9904,5,0.0,5__0,13,Medical,Medical - Instruments
STLA,202,29836.500000000007,49748.99999999994,92370.85000000003,122265.16500000001,122778.01650000003,122829.30165000002,122834.43016499997,25,1.0,25__1,9,Auto-Tires-Trucks,Automotive - Foreign
STLD,1017,17233.999999999996,36960.0,156940.00000000012,830545.6000000024,933478.5600000042,943847.8560000082,944884.7855999944,30,2.0,30__2,8,Basic Materials,Steel - Producers
STM,241,21970.0,30560.000000000004,150043.999999999,220000.0,220000.0,220000.0,220000.0,25,1.0,25__1,9,Computer and Technology,Semiconductor - General
STN,1,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,0,0.0,0__0,14,Business Services,Consulting Services
STNE,160,48139.19999999999,98809.64999999997,204199.26,296073.7440000009,311697.97440000135,313260.3974400007,313416.6397440004,20,1.0,20__1,10,Computer and Technology,Internet - Software
STNG,423,17571.6,24457.999999999985,53194.87999999989,159252.3899999977,193531.23900000183,196959.12390000225,197301.91238999867,25,1.0,25__1,9,Transportation,Transportation - Shipping
STOK,5,10800.0,11400.0,11880.0,11988.0,11998.8,11999.880000000001,11999.988,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
STR,1,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,0,0.0,0__0,14,Oils-Energy,Oil and Gas - Royalty Trust - United States
STRA,6,12700.0,14850.0,16570.0,16957.0,16995.7,16999.57,16999.957000000002,10,0.0,10__0,12,Consumer Discretionary,Schools
STRL,237,14910.0,27559.999999999938,69300.0,70191.0,70244.1,70249.41,70249.941,25,1.0,25__1,9,Construction,Engineering - R and D Services
STT,399,15099.999999999995,21555.0,98058.03999999976,192791.99999999764,227179.19999999867,230617.92000000423,230961.79199999824,25,1.0,25__1,9,Finance,Banks - Major Regional
STVN,2,17829.0,18644.5,19296.899999999998,19443.69,19458.369,19459.836900000002,19459.983689999997,5,3.0,5__3,13,Medical,Medical - Drugs
STWD,40,8703.000000000002,9980.999999999998,19083.609999999993,23927.76099999998,24412.17609999998,24460.617610000056,24465.461760999988,15,0.0,15__0,11,Finance,REIT and Equity Trust
STX,1767,18012.800000000003,27127.49999999996,86688.31999999993,290419.99999999005,414079.5095999998,418727.5509600007,419192.35509599745,30,0.0,30__0,8,Computer and Technology,Computer - Integrated Systems
STXS,1,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,0,0.0,0__0,14,Medical,Medical - Instruments
STZ,1873,14651.999999999995,20244.0,103656.31999999953,487414.0799999991,503677.79199999955,504543.779200001,504630.3779199997,35,0.0,35__0,7,Consumer Staples,Beverages - Alcohol
SU,416,13857.5,20184.0,88935.00000000003,300897.4999999977,343289.7500000017,347528.97500000213,347952.89749999635,25,1.0,25__1,9,Oils-Energy,Oil and Gas - Integrated - Canadian
SUI,214,25337.400000000012,38800.0,142840.35000000012,261362.50000000055,278136.2500000003,279813.6250000005,279981.3624999998,25,1.0,25__1,9,Finance,REIT and Equity Trust - Residential
SUN,14,19667.00000000001,32029.99999999999,45445.99999999998,48464.600000000006,48766.459999999985,48796.64600000004,48799.664599999975,10,0.0,10__0,12,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships
SUP,6,14000.0,17000.0,19400.000000000004,19940.0,19994.000000000004,19999.4,19999.940000000002,10,0.0,10__0,12,Auto-Tires-Trucks,Automotive - Original Equipment
SUPN,4,8538.0,9518.999999999996,10303.799999999997,10480.38,10498.037999999999,10499.803800000002,10499.980379999999,5,0.0,5__0,13,Medical,Medical - Generic Drugs
SUPV,12,6823.500000000001,8156.249999999998,9311.250000000002,9571.125000000002,9597.112500000003,9599.711250000002,9599.971124999998,10,0.0,10__0,12,Finance,Banks - Foreign
SURG,1,3554.9999999999995,3554.9999999999995,3554.9999999999995,3554.9999999999995,3554.9999999999995,3554.9999999999995,3554.9999999999995,0,0.0,0__0,14,Computer and Technology,Internet - Software
SVC,1,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0,0,0.0,0__0,14,Finance,REIT and Equity Trust - Other
SVM,4,7342.5,7421.25,7484.25,7498.425,7499.8425,7499.98425,7499.998425,5,0.0,5__0,13,Basic Materials,Mining - Miscellaneous
SW,34,20000.0,55849.9999999998,171950.00000000015,197194.99999999988,199719.49999999974,199971.95000000016,199997.19499999983,15,0.0,15__0,11,Basic Materials,Paper and Related Products
SWBI,15,12790.0,13724.999999999998,14984.999999999998,15268.500000000002,15296.849999999999,15299.685,15299.968499999999,10,0.0,10__0,12,Consumer Discretionary,Leisure and Recreation Products
SWK,466,16128.0,29153.750000000004,62222.65000000018,121180.52000000101,138118.05200000078,139811.80520000122,139981.1805199992,25,1.0,25__1,9,Industrial Products,Manufacturing - Tools & Related Products
SWKS,1117,13750.0,20746.000000000004,186391.19999999597,405210.00000000186,468862.00000000256,474386.199999999,474938.61999999237,30,0.0,30__0,8,Computer and Technology,Semiconductors - Radio Frequency
SWTX,5122,16298.000000000011,26723.499999999978,115773.19999999995,541225.7649999995,1420248.097500022,1545160.8097501008,1557652.0809749607,35,4.0,35__4,7,Medical,Medical - Biomedical and Genetics
SWX,3,5347.2,5385.599999999999,5416.319999999999,5423.231999999999,5423.923199999999,5423.992319999999,5423.999231999999,5,0.0,5__0,13,Utilities,Utility - Gas Distribution
SXC,2,40132.0,42066.0,43613.2,43961.32,43996.132,43999.6132,43999.96132,5,1.0,5__1,13,Oils-Energy,Coal
SXI,3,11100.0,11550.0,11910.0,11991.0,11999.1,11999.91,11999.991,5,0.0,5__0,13,Industrial Products,Manufacturing - General Industrial 
SXT,1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,0.0,0__0,14,Basic Materials,Chemical - Specialty
