security,num_trades,p900000_trade_value,p950000_trade_value,p990000_trade_value,p999000_trade_value,p999900_trade_value,p999990_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank,sector,industry
HPE,1302,14230.600000000004,21221.050000000007,49980.000000000015,229444.44300000128,324164.7499999914,336166.4750000108,337366.64749999874,30,2.0,30__2,8,Computer and Technology,Computer - Integrated Systems
HPK,3,4134.0,4204.5,4260.9,4273.59,4274.859,4274.9859,4274.99859,5,0.0,5__0,13,Oils-Energy,Oil and Gas - Exploration and Production - United States
HPP,8,9263.699999999999,10631.849999999999,11726.369999999999,11972.637,11997.2637,11999.72637,11999.972636999999,10,0.0,10__0,12,Finance,REIT and Equity Trust - Other
HPQ,1117,14913.199999999984,21600.0,54364.479999999974,280438.89600000135,298936.96560000035,299834.29655999976,299924.0296559987,30,2.0,30__2,8,Computer and Technology,Computer - Micro Computers
HQY,181,10000.0,14490.0,24994.39999999977,73015.99999999974,79301.59999999998,79930.15999999989,79993.01599999999,25,0.0,25__0,9,Medical,Medical Services
HR,10,10831.499999999996,15698.249999999989,19591.65,20467.664999999997,20555.266500000005,20564.02665,20564.902664999998,10,0.0,10__0,12,Finance,REIT and Equity Trust - Other
HRB,72,9249.0,14768.000000000011,19250.0,19250.0,19250.0,19250.0,19250.0,20,0.0,20__0,10,Consumer Discretionary,Consumer Services - Miscellaneous
HRI,79,19480.000000000004,22294.999999999985,26145.599999999995,28588.559999999987,28832.855999999985,28857.285600000025,28859.72855999999,20,0.0,20__0,10,Transportation,Transportation - Equipment and Leasing
HRL,81,15000.0,63000.0,319916.00000000023,372416.60000000015,377666.6600000003,378191.66600000014,378244.16660000023,20,2.0,20__2,10,Consumer Staples,Food - Meat Products
HRMY,12,9203.500000000002,11072.699999999997,12659.340000000002,13016.334000000003,13052.033400000002,13055.603340000001,13055.960333999998,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
HROW,126,19728.5,52500.0,363750.00000000006,437812.5,442031.2499999999,442453.12500000006,442495.3125000001,20,2.0,20__2,10,Medical,Medical - Drugs
HRTG,11,11050.0,14332.5,16958.500000000004,17549.350000000002,17608.435000000005,17614.343500000003,17614.934350000003,10,0.0,10__0,12,Finance,Insurance - Property and Casualty
HRTX,3,4998.0,4999.0,4999.8,4999.98,4999.998,4999.9998,4999.99998,5,0.0,5__0,13,Medical,Medical - Drugs
HSAI,429,14526.999999999998,18449.999999999975,41218.399999999885,93392.84000000004,99159.284,99735.92840000009,99793.59284000001,25,0.0,25__0,9,Auto-Tires-Trucks,Automotive - Original Equipment
HSBC,162,11088.000000000002,13626.249999999995,32294.699999999822,74155.72499999996,79991.57250000024,80575.15725000003,80633.51572500035,20,0.0,20__0,10,Finance,Banks - Foreign
HSIC,53,60000.0,69599.99999999999,110000.0,110000.0,110000.0,110000.0,110000.0,15,0.0,15__0,11,Medical,Medical - Dental Supplies
HST,25,26250.000000000004,35839.99999999997,319284.99999999924,399285.99999999965,407286.09999999945,408086.11000000074,408166.1110000001,15,0.0,15__0,11,Finance,REIT and Equity Trust - Other
HSY,1419,17176.000000000004,30114.999999999894,127500.0,249550.00000000268,370707.80000001605,387170.78000001336,388817.0779999925,30,2.0,30__2,8,Consumer Staples,Food - Confectionery
HTGC,9,10615.400000000001,11796.2,12740.840000000002,12953.384000000002,12974.638400000002,12976.763840000003,12976.976384000001,10,0.0,10__0,12,Finance,Financial - SBIC & Commercial Industry
HTHT,24,6709.499999999999,9859.499999999993,12173.7,12651.870000000003,12699.687000000005,12704.468700000005,12704.946869999996,15,0.0,15__0,11,Consumer Discretionary,Hotels and Motels
HTZ,1038,17486.0,28950.699999999997,97500.0,885012.7799999859,1392965.0000000605,1444296.5000000186,1449429.6500000018,30,0.0,30__0,8,Transportation,Transportation - Services
HUBB,278,20310.000000000007,45209.99999999996,202752.40000000075,446710.8000000026,496471.0800000037,501447.10800000036,501944.71080000343,25,2.0,25__2,9,Industrial Products,Manufacturing - Electrical Utilities 
HUBS,2165,15750.0,24949.99999999993,80246.6000000001,327835.75999997533,366015.49000000005,366069.049,366074.4049,35,0.0,35__0,7,Computer and Technology,Internet - Software
HUM,16917,16200.0,26615.999999999964,81252.00000000004,490571.1999999927,1660931.591200305,5476272.920890461,6152827.292085812,40,4.0,40__4,6,Medical,Medical - HMOs
HUMA,234,10210.000000000005,14463.0,24734.999999999993,28604.28999999999,28996.428999999986,29035.642899999995,29039.56428999998,25,0.0,25__0,9,Medical,Medical - Biomedical and Genetics
HUN,21,73470.0,180000.0,420000.00000000023,474000.0000000001,479400.00000000035,479940.0000000001,479994.00000000023,15,1.0,15__1,11,Basic Materials,Chemical - Diversified 
HURN,33,26560.000000000004,35519.99999999999,41580.0,43308.0,43480.8,43498.08000000001,43499.808,15,0.0,15__0,11,Business Services,Consulting Services
HUSA,3,5024.000000000001,5032.000000000001,5038.400000000001,5039.840000000001,5039.984000000001,5039.998400000001,5039.999840000001,5,0.0,5__0,13,Oils-Energy,Oil and Gas - Exploration and Production - United States
HUT,2699,19711.000000000015,30797.300000000003,86142.71999999993,160130.52000000502,434357.0655999917,497035.7065599757,503303.5706559389,35,2.0,35__2,7,Finance,Financial - Miscellaneous Services
HUYA,6,7125.0,8287.5,9217.5,9426.75,9447.675000000001,9449.7675,9449.976750000002,10,0.0,10__0,12,Computer and Technology,Internet - Software and Services
HWC,2,6433.999999999999,6596.999999999999,6727.399999999999,6756.739999999999,6759.673999999999,6759.9673999999995,6759.996739999999,5,0.0,5__0,13,Finance,Banks - Southeast
HWKN,1,3850.0,3850.0,3850.0,3850.0,3850.0,3850.0,3850.0,0,2.0,0__2,14,Basic Materials,Chemical - Specialty
HWM,994,18701.900000000005,28609.999999999945,183682.79999999973,404560.1889999699,922930.3189000167,974767.3318900346,979951.0331890035,30,1.0,30__1,8,Aerospace,Aerospace - Defense
HXL,19,14580.0,15300.0,15300.0,15300.0,15300.0,15300.0,15300.0,15,0.0,15__0,11,Aerospace,Aerospace - Defense Equipment
HYLN,10,5852.399999999999,6916.199999999997,7767.240000000001,7958.723999999999,7977.872400000001,7979.78724,7979.978723999999,10,0.0,10__0,12,Auto-Tires-Trucks,Automotive - Original Equipment
HYMC,1,4280.0,4280.0,4280.0,4280.0,4280.0,4280.0,4280.0,0,2.0,0__2,14,Basic Materials,Mining - Miscellaneous
HYPR,5,10013.400000000001,11254.199999999999,12246.84,12470.184,12492.5184,12494.75184,12494.975183999999,5,0.0,5__0,13,Medical,Medical - Instruments
HZO,4,8688.0,9743.999999999996,10588.799999999997,10778.88,10797.887999999999,10799.788800000002,10799.97888,5,0.0,5__0,13,Retail-Wholesale,Retail - Miscellaneous
IAC,99,9100.0,20010.0,34769.139999999854,66483.21400000004,69654.62140000006,69971.76214000005,70003.4762139997,20,0.0,20__0,10,Conglomerates,Diversified Operations
IAG,29,32759.999999999996,90142.39999999982,142999.99999999997,149300.00000000003,149930.0,149993.0,149999.3,15,0.0,15__0,11,Basic Materials,Mining - Gold
IART,4,65970.00000000001,77984.99999999997,87596.99999999999,89759.7,89975.96999999999,89997.59700000002,89999.7597,5,1.0,5__1,13,Medical,Medical - Instruments
IAS,5,8490.0,9320.0,9984.0,10133.4,10148.34,10149.834,10149.9834,5,0.0,5__0,13,Business Services,Advertising and Marketing
IBKR,1991,15619.999999999998,22025.0,54838.99999999994,195224.24999999985,443755.8299999798,496022.582999998,501249.25830000645,35,0.0,35__0,7,Finance,Financial - Investment Bank
IBM,14280,15776.000000000002,24073.99999999994,60726.29999999997,283208.15699999646,826530.1249999106,898064.819500001,899086.4819499928,40,0.0,40__0,6,Computer and Technology,Computer - Integrated Systems
IBN,106,9977.5,12165.0,47050.00000000005,85589.99999999984,89559.00000000028,89955.90000000033,89995.5899999998,20,0.0,20__0,10,Finance,Banks - Foreign
IBP,19,7089.5999999999985,9749.999999999984,15150.000000000002,16364.999999999995,16486.500000000004,16498.649999999998,16499.864999999994,15,0.0,15__0,11,Construction,Building Products - Miscellaneous
IBRX,169,13869.200000000003,24503.999999999985,48531.99999999994,154764.39999999924,172976.44000000128,174797.64400000082,174979.76439999975,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
IBTA,72,12934.999999999998,33175.00000000009,266227.50000000105,374697.75000000035,385544.775000001,386629.4775000003,386737.94774999906,20,2.0,20__2,10,Business Services,Technology Services
ICAD,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14,Computer and Technology,Computer - Software
ICE,353,14860.000000000007,24003.199999999983,86480.00000000047,441201.4400000009,452972.1440000009,454149.2144000007,454266.9214399992,25,0.0,25__0,9,Finance,Securities and Exchanges
ICFI,1,3765.0,3765.0,3765.0,3765.0,3765.0,3765.0,3765.0,0,2.0,0__2,14,Business Services,Government Services
ICHR,5,21256.0,22578.0,23635.6,23873.56,23897.356,23899.7356,23899.97356,5,3.0,5__3,13,Computer and Technology,Electronics - Semiconductors
ICL,2,4351.0,4403.0,4444.6,4453.96,4454.896,4454.9896,4454.99896,5,0.0,5__0,13,Basic Materials,Fertilizers
ICLR,281,17940.0,24500.000000000004,159999.99999999942,621648.0000000142,752284.7999999896,765348.4800000107,766654.8479999834,25,0.0,25__0,9,Medical,Medical Services
ICUI,24,10522.0,26248.99999999996,75507.99999999997,88010.80000000002,89261.0800000001,89386.1080000001,89398.61079999986,15,0.0,15__0,11,Medical,Medical - Products
IDA,2,4117.5,4158.75,4191.75,4199.175,4199.9175,4199.99175,4199.999175,5,0.0,5__0,13,Utilities,Utility - Electric Power
IDCC,200,7963.999999999997,10088.499999999995,15220.69999999996,21853.24999999996,22435.32499999998,22493.53250000007,22499.35324999997,25,0.0,25__0,9,Computer and Technology,Wireless Equipment
IDN,1,4080.0000000000005,4080.0000000000005,4080.0000000000005,4080.0000000000005,4080.0000000000005,4080.0000000000005,4080.0000000000005,0,2.0,0__2,14,Industrial Products,Security and Safety Services
IDR,9,23796.000000000004,39397.999999999985,51879.6,54687.96,54968.796,54996.879600000015,54999.68795999999,10,0.0,10__0,12,Basic Materials,Mining - Gold
IDT,4,9231.5,9538.25,9783.65,9838.865,9844.386499999999,9844.93865,9844.993865,5,0.0,5__0,13,Utilities,Diversified Communication Services
IDXX,248,28375.000000000015,38399.299999999996,236172.5000000001,516270.6509999965,571282.565100001,576783.7565100029,577333.8756509996,25,2.0,25__2,9,Medical,Medical - Instruments
IDYA,5,12569.000000000002,15091.999999999998,17110.399999999998,17564.54,17609.954,17614.495400000003,17614.949539999998,5,3.0,5__3,13,Medical,Medical - Biomedical and Genetics
IEP,99,9561.6,12482.499999999996,95104.39999999973,153510.44000000006,159351.0440000001,159935.1044000001,159993.51043999946,20,0.0,20__0,10,Conglomerates,Diversified Operations
IESC,441,19720.0,26000.0,123600.00000000013,220424.00000000003,224542.40000000017,224954.24000000025,224995.42399999974,25,0.0,25__0,9,Computer and Technology,Electronics - Miscellaneous Services
IEX,9,9000.0,10000.0,10800.000000000002,10980.000000000002,10998.000000000002,10999.800000000003,10999.980000000001,10,0.0,10__0,12,Industrial Products,Manufacturing - General Industrial 
IFF,123,12531.999999999998,18338.999999999978,66553.90000000002,107424.8,111992.4800000003,112449.24800000044,112494.9247999998,20,0.0,20__0,10,Basic Materials,Chemical - Specialty
IFRX,1,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,0,2.0,0__2,14,Medical,Medical - Biomedical and Genetics
IGMS,4,6050.0,6274.999999999999,6455.0,6495.5,6499.549999999999,6499.955,6499.9955,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
IGT,52,48803.99999999999,95737.49999999997,128616.06000000011,153261.60599999988,155726.16060000006,155972.6160600001,155997.26160600004,15,0.0,15__0,11,Consumer Discretionary,Gaming
IHRT,5,15322.2,17404.6,19070.52,19445.352,19482.8352,19486.58352,19486.958351999998,5,3.0,5__3,13,Consumer Discretionary,Broadcast Radio and Television
IIIN,2,4240.0,4245.0,4249.0,4249.9,4249.99,4249.999,4249.9999,5,0.0,5__0,13,Industrial Products,Wire and Cable Products
IIIV,8,11500.0,13249.999999999998,14649.999999999998,14965.000000000002,14996.5,14999.65,14999.965,10,0.0,10__0,12,Computer and Technology,Internet - Software
IIPR,72,10804.5,17271.000000000015,32523.05000000004,36385.805000000015,36772.08050000003,36810.708050000016,36814.57080499997,20,0.0,20__0,10,Finance,REIT and Equity Trust - Other
ILMN,1002,16106.3,23737.49999999998,96237.50000000001,341594.40000000014,386774.9800000001,391297.4980000017,391749.74980000133,30,2.0,30__2,8,Medical,Medical - Biomedical and Genetics
IMAX,10,37699.999999999985,58849.99999999995,75770.0,79576.99999999999,79957.70000000001,79995.76999999999,79999.57699999998,10,0.0,10__0,12,Consumer Discretionary,Film and Television Production and Distribution
IMCR,12,62013.600000000006,132400.9499999999,201036.9900000001,216480.09900000013,218024.40990000014,218178.8409900001,218194.2840989999,10,3.0,10__3,12,Medical,Medical - Biomedical and Genetics
IMKTA,19,6950.799999999999,7602.599999999989,10832.52,11559.251999999997,11631.925200000003,11639.192519999999,11639.919251999996,15,0.0,15__0,11,Retail-Wholesale,Retail - Supermarkets
IMMR,9,9504.0,11501.999999999998,13100.4,13460.04,13496.004,13499.600400000001,13499.960039999998,10,0.0,10__0,12,Computer and Technology,Computer - Peripheral Equipment
IMNM,12,6832.500000000001,8245.599999999999,9463.520000000002,9737.552000000001,9764.955200000002,9767.695520000001,9767.969551999999,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
IMO,6,7087.5,7293.75,7458.75,7495.875,7499.587500000001,7499.95875,7499.9958750000005,10,0.0,10__0,12,Oils-Energy,Oil and Gas - Integrated - Canadian
IMPP,1,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,0,2.0,0__2,14,Transportation,Transportation - Shipping
IMTX,8,34886.99999999999,42443.499999999985,48488.7,49848.87000000001,49984.886999999995,49998.4887,49999.84887,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
IMUX,4,26292.000000000007,31145.99999999999,35029.19999999999,35902.92,35990.291999999994,35999.029200000004,35999.90292,5,3.0,5__3,13,Medical,Medical - Biomedical and Genetics
IMVT,59,69300.00000000009,185160.59999999948,315127.12000000017,358785.112,363150.9111999999,363587.4911200001,363631.1491119998,20,1.0,20__1,10,Medical,Medical - Biomedical and Genetics
IMXI,2,46125.0,48062.5,49612.5,49961.25,49996.125,49999.6125,49999.96125,5,1.0,5__1,13,Business Services,Financial Transaction Services
INBK,1,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0,2.0,0__2,14,Finance,Banks - Northeast
INBX,4,8007.500000000001,8416.249999999998,8743.25,8816.824999999999,8824.182499999999,8824.91825,8824.991825000001,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
INCY,709,14760.000000000015,24712.0,97000.79999999964,218140.00000000134,246814.00000000166,249681.4000000012,249968.1399999986,30,2.0,30__2,8,Medical,Medical - Biomedical and Genetics
INDI,26,14660.0,16787.5,19287.5,19928.750000000004,19992.874999999996,19999.287500000006,19999.92875,15,0.0,15__0,11,Computer and Technology,Electronics - Semiconductors
INDV,9,52000.00000000001,75999.99999999999,95200.0,99520.0,99952.0,99995.20000000003,99999.51999999999,10,3.0,10__3,12,Medical,Medical - Drugs
INFA,152,18590.4,33023.749999999985,160000.50000000032,261264.41999999897,274661.442000001,276001.1442000004,276135.11441999837,20,2.0,20__2,10,Computer and Technology,Internet - Software
INFY,153,10272.000000000004,15360.0,24795.999999999996,32989.92000000013,34294.992000000064,34425.499200000006,34438.54991999987,20,0.0,20__0,10,Computer and Technology,Computers - IT Services
ING,6,6415.0,6945.0,7369.0,7464.400000000001,7473.9400000000005,7474.894,7474.9894,10,0.0,10__0,12,Finance,Banks - Foreign
INGM,1,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,0,2.0,0__2,14,Business Services,Technology Services
INGR,7,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,10,0.0,10__0,12,Consumer Staples,Food - Miscellaneous
INMB,37,6220.0,6455.999999999998,10128.000000000004,11812.799999999992,11981.280000000006,11998.127999999997,11999.812799999992,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
INMD,73,10000.0,12315.999999999984,16270.400000000007,19627.039999999986,19962.704000000012,19996.270399999994,19999.627039999985,20,0.0,20__0,10,Medical,Medical - Products
INOD,1235,16000.0,26852.999999999993,75630.00000000045,160642.70400000087,236089.52760000437,245305.95276000042,246227.59527599436,30,2.0,30__2,8,Computer and Technology,Computer - Services
INSE,1,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,0,2.0,0__2,14,Business Services,Technology Services
INSG,29,8740.0,18799.999999999967,80785.59999999992,100310.5600000001,102263.05599999995,102458.30559999999,102477.83055999997,15,0.0,15__0,11,Computer and Technology,Internet - Software
INSM,1310,15261.900000000016,24804.999999999996,100754.64000000004,1174633.0800000324,1753288.2885000345,1788128.8288500237,1791612.8828850023,30,0.0,30__0,8,Medical,Medical - Biomedical and Genetics
INSP,684,20562.2,35070.00000000003,90036.59999999992,222724.55000000002,223431.45500000002,223502.14550000013,223509.21455000006,30,1.0,30__1,8,Medical,Medical Info Systems
INSW,31,11499.999999999998,12250.0,12850.0,12985.0,12998.5,12999.85,12999.984999999999,15,0.0,15__0,11,Transportation,Transportation - Shipping
INTA,76,13268.0,16935.0,190312.5,204656.24999999994,206090.62500000015,206234.0625000001,206248.4062500001,20,2.0,20__2,10,Computer and Technology,Internet - Software
INTC,38781,14500.0,22294.0,56863.59999999998,178393.92000000016,601256.4000007753,1709235.0000021688,1944823.4999982524,45,1.0,45__1,5,Computer and Technology,Semiconductor - General
INTT,2,5400.5,5422.75,5440.55,5444.555,5444.9555,5444.99555,5444.999555,5,0.0,5__0,13,Computer and Technology,Electronics - Measuring Instruments
INTU,6769,16959.399999999998,27614.999999999985,82051.19999999994,293279.99999999977,784178.3999999805,848592.8399999884,855034.2839999796,40,0.0,40__0,6,Computer and Technology,Computer - Software
INVA,4,6870.000000000001,7274.999999999999,7598.999999999999,7671.9,7679.19,7679.919000000001,7679.9919,5,0.0,5__0,13,Medical,Large Cap Pharmaceuticals
INVH,14,26128.000000000004,29660.499999999996,34356.09999999999,35412.61,35518.261,35528.82610000001,35529.88260999999,10,0.0,10__0,12,Finance,REIT and Equity Trust - Residential
INVZ,51,60000.0,108625.0,200000.0,236000.00000000023,239599.9999999998,239960.00000000038,239995.99999999985,15,0.0,15__0,11,Auto-Tires-Trucks,Automotive - Original Equipment
INZY,3,8531.2,8761.6,8945.92,8987.392,8991.5392,8991.95392,8991.995392,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
IONQ,17186,17332.5,27000.0,70000.0,235782.4999999666,460000.0,486229.16680003755,491127.7166799807,40,0.0,40__0,6,Computer and Technology,Computer - Integrated Systems
IONS,25,10880.000000000004,34399.99999999992,56488.19999999996,61174.319999999985,61642.93199999997,61689.79320000005,61694.47932000001,15,0.0,15__0,11,Medical,Medical - Drugs
IOT,2940,20299.499999999996,38955.49999999996,199888.85000000003,802108.2850000003,1085205.5989999524,1188520.5599001197,1198852.055990012,35,2.0,35__2,7,Computer and Technology,Internet - Software
IOVA,909,15372.000000000007,22649.999999999978,52225.55999999997,181929.99999999648,367843.00000001263,386434.3000000168,388293.4300000043,30,2.0,30__2,8,Medical,Medical - Biomedical and Genetics
IP,430,25873.2,36544.499999999956,128747.69999999992,400408.99500000296,443785.39950000285,448123.0399500035,448556.8039950004,25,0.0,25__0,9,Basic Materials,Paper and Related Products
IPG,22,29102.000000000004,31579.0,85115.84999999995,97895.08499999995,99173.00850000008,99300.80085000006,99313.58008499998,15,0.0,15__0,11,Business Services,Advertising and Marketing
IPGP,4,4109.0,4224.5,4316.9,4337.69,4339.769,4339.976900000001,4339.99769,5,0.0,5__0,13,Computer and Technology,Lasers Systems and Components
IPI,16,11335.0,12678.749999999998,12699.75,12704.475,12704.9475,12704.99475,12704.999475,10,0.0,10__0,12,Basic Materials,Fertilizers
IQ,152,9063.0,11935.65,25745.000000000007,29395.999999999956,29939.600000000042,29993.960000000014,29999.395999999935,20,0.0,20__0,10,Computer and Technology,Internet - Services
IQV,450,16430.0,38063.99999999998,336683.99999999953,1338002.6099999922,1601520.2610000107,1627872.0261000162,1630507.2026099982,25,2.0,25__2,9,Medical,Medical - Instruments
IR,254,16570.0,29658.549999999985,83317.8,133981.91999999914,147498.19200000077,148849.81920000125,148984.98191999912,25,0.0,25__0,9,Industrial Products,Manufacturing - General Industrial 
IRBT,221,10200.0,13000.0,17456.000000000007,22680.000000000007,23868.00000000005,23986.800000000072,23998.67999999992,25,0.0,25__0,9,Industrial Products,Industrial Automation and Robotics
IRD,2,5979.999999999999,6019.999999999999,6051.999999999999,6059.199999999999,6059.919999999999,6059.991999999999,6059.999199999999,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
IRDM,20,12650.000000000002,14173.250000000002,16806.649999999994,17399.165,17458.4165,17464.34165,17464.93416499999,15,0.0,15__0,11,Computer and Technology,Satellite and Communication
IREN,4713,14306.4,20321.599999999962,54394.080000000184,127538.71999999609,323155.0000000061,378815.4999999767,384381.5500000096,35,0.0,35__0,7,Finance,Financial - Miscellaneous Services
IRM,376,15730.0,20560.5,60113.25,211503.75,270157.87499999604,276023.28750000556,276609.8287499966,25,0.0,25__0,9,Business Services,Business - Information Services
IRON,30,124000.00000000006,198581.3999999998,236279.56,238533.556,238758.9556,238781.49556,238783.749556,15,1.0,15__1,11,Medical,Medical - Biomedical and Genetics
IRTC,177,16713.000000000004,24284.39999999997,80880.00000000012,182700.0000000014,200520.00000000146,202302.00000000114,202480.19999999885,20,0.0,20__0,10,Medical,Medical Info Systems
ISPO,1,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0,2.0,0__2,14,Consumer Discretionary,Leisure and Recreation Services
ISRG,7899,15083.999999999995,23603.39999999998,57761.199999999975,229418.19999999943,648803.600000052,732680.3600000803,741068.0360000187,40,3.0,40__3,6,Medical,Medical - Instruments
IT,279,12000.0,20835.99999999992,71523.3599999969,434258.6799999982,457011.86799999885,459287.1868000025,459514.71868000185,25,0.0,25__0,9,Business Services,Consulting Services
ITGR,8,6920.0,7060.0,7172.0,7197.2,7199.72,7199.972,7199.9972,10,0.0,10__0,12,Medical,Medical - Instruments
ITOS,42,50000.0,51709.99999999999,143672.99999999994,149097.30000000005,149639.72999999998,149693.9730000001,149699.39729999995,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
ITP,1,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,0,2.0,0__2,14,Basic Materials,Paper and Related Products
ITRI,31,9000.0,9795.0,12066.999999999998,12906.699999999997,12990.67,12999.067000000003,12999.906699999992,15,0.0,15__0,11,Computer and Technology,Electronics - Testing Equipment
ITRN,2,5960.0,5980.0,5996.0,5999.6,5999.96,5999.996,5999.9996,5,0.0,5__0,13,Industrial Products,Security and Safety Services
ITT,140,69870.00000000003,110000.0,213689.99999999808,422423.99999999814,445442.39999999874,447744.2400000025,447974.4240000018,20,1.0,20__1,10,Conglomerates,Diversified Operations
ITUB,7,14218.000000000007,19608.999999999985,23921.799999999992,24892.179999999997,24989.217999999993,24998.921800000007,24999.892180000003,10,0.0,10__0,12,Finance,Banks - Foreign
ITW,156,17552.0,38145.0,73403.99999999949,163064.9999999999,173806.49999999977,174880.6500000015,174988.0649999995,20,0.0,20__0,10,Industrial Products,Manufacturing - General Industrial 
IVVD,9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
IVZ,85,18048.000000000015,74199.99999999991,613171.9999999992,801567.1999999993,820406.7200000014,822290.6720000008,822479.0671999997,20,1.0,20__1,10,Finance,Financial - Investment Management
J,89,135240.0000000002,288749.9999999998,636262.6000000016,908595.760000002,935829.0760000021,938552.4076000015,938824.7407599981,20,1.0,20__1,10,Business Services,Technology Services
JACK,159,15417.000000000016,34739.999999999935,263080.9999999966,420000.0,420000.0,420000.0,420000.0,20,2.0,20__2,10,Retail-Wholesale,Retail - Restaurants
JAKK,2,3460.0,3480.0,3496.0,3499.6,3499.96,3499.996,3499.9996,5,0.0,5__0,13,Consumer Discretionary,Toys - Games - Hobbies
JAMF,6,5107.5,5403.75,5640.75,5694.075,5699.4075,5699.94075,5699.9940750000005,10,0.0,10__0,12,Business Services,Technology Services
JANX,295,22660.000000000025,50000.0,125310.00000000048,378244.0000000013,397824.39999999927,399782.44000000245,399978.24400000024,25,0.0,25__0,9,Medical,Medical - Biomedical and Genetics
JAZZ,120,14518.900000000023,28313.49999999998,121139.25000000004,138206.075,139820.60750000004,139982.0607500001,139998.20607500002,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
JBHT,311,21315.0,71910.0,174653.9999999998,501299.99999999936,576629.9999999984,584163.0000000106,584916.2999999964,25,2.0,25__2,9,Transportation,Transportation - Truck
JBL,1137,14279.999999999998,25025.2,51588.00000000038,431116.0000000043,618302.400000018,637830.2400000062,639783.0239999832,30,2.0,30__2,8,Computer and Technology,Electronics - Manufacturing Services
JBLU,588,9908.2,12998.6,27617.71999999999,61640.67000000022,71990.06699999914,73025.0067000008,73128.50067000008,30,2.0,30__2,8,Transportation,Transportation - Airline
JBTM,11,55100.0,55825.0,56405.0,56535.5,56548.55,56549.855,56549.9855,10,0.0,10__0,12,Business Services,Technology Services
JCI,421,23100.0,48400.00000000001,175800.00000000015,358859.9999999982,403086.0000000032,407508.6000000037,407950.8599999978,25,2.0,25__2,9,Construction,Building Products - Wood
JD,17067,16138.599999999993,24597.59999999999,67950.0,287653.1760000002,704828.8999999549,869570.734000039,895697.073399942,40,0.0,40__0,6,Retail-Wholesale,Internet - Commerce
JEF,301,16269.0,24875.0,34000.0,50969.9999999998,55587.000000000466,56048.700000000244,56094.870000000315,25,0.0,25__0,9,Finance,Financial - Miscellaneous Services
JELD,3,3918.0,3939.0,3955.8,3959.58,3959.958,3959.9958,3959.99958,5,0.0,5__0,13,Construction,Building Products - Wood
JHX,10,50999.99999999998,77999.99999999994,99600.00000000001,104459.99999999999,104946.00000000001,104994.59999999999,104999.45999999998,10,3.0,10__3,12,Construction,Building Products - Miscellaneous
JJSF,4,39760.00000000001,47379.999999999985,53475.999999999985,54847.59999999999,54984.75999999999,54998.47600000001,54999.8476,5,1.0,5__1,13,Consumer Staples,Food - Miscellaneous
JKHY,18,7193.000000000005,12145.199999999993,15523.439999999991,16283.544000000004,16359.554400000003,16367.155439999997,16367.915544000001,15,0.0,15__0,11,Computer and Technology,Computers - IT Services
JKS,327,14099.000000000005,18879.0,47884.60000000002,87616.95399999956,93403.09539999995,93981.70953999976,94039.5709539994,25,0.0,25__0,9,Oils-Energy,Solar
JLL,53,17180.0,27299.999999999985,126419.9999999994,216042.0000000001,225004.1999999996,225900.42000000106,225990.0419999993,15,0.0,15__0,11,Finance,Real Estate - Operations
JMIA,71,9640.0,10267.5,40412.899999999856,72891.29000000036,76139.12899999974,76463.91290000027,76496.39128999959,20,0.0,20__0,10,Retail-Wholesale,Internet - Commerce
JNJ,6258,14815.00000000001,24984.049999999996,69154.8000000001,334206.0000000165,799731.3500001187,965573.1349999851,982157.3134999985,40,0.0,40__0,6,Medical,Large Cap Pharmaceuticals
JNPR,264,49250.000000000044,89099.99999999997,334038.15000000043,419918.84000000043,424491.88400000014,424949.1883999998,424994.91883999965,25,2.0,25__2,9,Computer and Technology,Wireless Equipment
JOBY,563,12487.0,19795.0,34795.0,122711.79999999898,166261.18000000087,170616.11799999813,171051.61179999492,30,2.0,30__2,8,Transportation,Transportation - Airline
